STATION,NAME,DATE,PRCP,SNOW
USC00368449,"STATE COLLEGE, PA US",12/20/1984,0.31,0
USC00368449,"STATE COLLEGE, PA US",12/21/1984,0,0
USC00368449,"STATE COLLEGE, PA US",12/22/1984,0.62,0
USC00368449,"STATE COLLEGE, PA US",12/23/1984,0,0
USC00368449,"STATE COLLEGE, PA US",12/24/1984,0,0
USC00368449,"STATE COLLEGE, PA US",12/25/1984,0.06,0
USC00368449,"STATE COLLEGE, PA US",12/26/1984,0,0
USC00368449,"STATE COLLEGE, PA US",12/27/1984,0.11,0.6
USC00368449,"STATE COLLEGE, PA US",12/28/1984,0.36,0
USC00368449,"STATE COLLEGE, PA US",12/29/1984,0,0
USC00368449,"STATE COLLEGE, PA US",12/30/1984,0.16,0
USC00368449,"STATE COLLEGE, PA US",12/31/1984,0,0
USC00368449,"STATE COLLEGE, PA US",1/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/2/1985,0.19,0
USC00368449,"STATE COLLEGE, PA US",1/3/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/5/1985,0.13,0.8
USC00368449,"STATE COLLEGE, PA US",1/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/8/1985,0.02,0.2
USC00368449,"STATE COLLEGE, PA US",1/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/11/1985,0.18,2.4
USC00368449,"STATE COLLEGE, PA US",1/12/1985,0.06,0.8
USC00368449,"STATE COLLEGE, PA US",1/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/17/1985,0.12,1.7
USC00368449,"STATE COLLEGE, PA US",1/18/1985,0.01,0.4
USC00368449,"STATE COLLEGE, PA US",1/19/1985,0.14,1.5
USC00368449,"STATE COLLEGE, PA US",1/20/1985,0.03,0.5
USC00368449,"STATE COLLEGE, PA US",1/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/25/1985,0.02,0.5
USC00368449,"STATE COLLEGE, PA US",1/26/1985,0.12,2
USC00368449,"STATE COLLEGE, PA US",1/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/31/1985,0.1,0.9
USC00368449,"STATE COLLEGE, PA US",2/1/1985,0.08,1
USC00368449,"STATE COLLEGE, PA US",2/2/1985,0.58,5.8
USC00368449,"STATE COLLEGE, PA US",2/3/1985,0.15,1.8
USC00368449,"STATE COLLEGE, PA US",2/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/6/1985,0.06,0.5
USC00368449,"STATE COLLEGE, PA US",2/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/8/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/11/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/12/1985,0.23,0.3
USC00368449,"STATE COLLEGE, PA US",2/13/1985,1.22,0.4
USC00368449,"STATE COLLEGE, PA US",2/14/1985,0.01,0.1
USC00368449,"STATE COLLEGE, PA US",2/15/1985,0.03,0.8
USC00368449,"STATE COLLEGE, PA US",2/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/25/1985,0.03,0
USC00368449,"STATE COLLEGE, PA US",2/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",2/27/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",2/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/3/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/4/1985,0.07,0.6
USC00368449,"STATE COLLEGE, PA US",3/5/1985,0.08,0
USC00368449,"STATE COLLEGE, PA US",3/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/8/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",3/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/11/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/12/1985,0.59,0
USC00368449,"STATE COLLEGE, PA US",3/13/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",3/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/15/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",3/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/20/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",3/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/23/1985,0.59,0
USC00368449,"STATE COLLEGE, PA US",3/24/1985,0.79,0
USC00368449,"STATE COLLEGE, PA US",3/25/1985,0.43,0.2
USC00368449,"STATE COLLEGE, PA US",3/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",3/28/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",3/29/1985,1.06,0
USC00368449,"STATE COLLEGE, PA US",3/30/1985,0.17,0
USC00368449,"STATE COLLEGE, PA US",3/31/1985,0.35,0
USC00368449,"STATE COLLEGE, PA US",4/1/1985,0.47,0
USC00368449,"STATE COLLEGE, PA US",4/2/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",4/3/1985,0.05,0.7
USC00368449,"STATE COLLEGE, PA US",4/4/1985,0.16,0.8
USC00368449,"STATE COLLEGE, PA US",4/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/6/1985,0.09,0
USC00368449,"STATE COLLEGE, PA US",4/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/8/1985,0.36,1.8
USC00368449,"STATE COLLEGE, PA US",4/9/1985,0.43,0.6
USC00368449,"STATE COLLEGE, PA US",4/10/1985,0.02,0.8
USC00368449,"STATE COLLEGE, PA US",4/11/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",4/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/20/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",4/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/25/1985,0.03,0
USC00368449,"STATE COLLEGE, PA US",4/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",4/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/2/1985,0.55,0
USC00368449,"STATE COLLEGE, PA US",5/3/1985,1.18,0
USC00368449,"STATE COLLEGE, PA US",5/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/7/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",5/8/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/11/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/13/1985,0.79,0
USC00368449,"STATE COLLEGE, PA US",5/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/16/1985,0.22,0
USC00368449,"STATE COLLEGE, PA US",5/17/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",5/18/1985,0.29,0
USC00368449,"STATE COLLEGE, PA US",5/19/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",5/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/23/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",5/24/1985,0.12,0
USC00368449,"STATE COLLEGE, PA US",5/25/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/28/1985,0.52,0
USC00368449,"STATE COLLEGE, PA US",5/29/1985,0.25,0
USC00368449,"STATE COLLEGE, PA US",5/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",5/31/1985,0.98,0
USC00368449,"STATE COLLEGE, PA US",6/1/1985,0.38,0
USC00368449,"STATE COLLEGE, PA US",6/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/3/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/5/1985,0.51,
USC00368449,"STATE COLLEGE, PA US",6/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/8/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",6/9/1985,0.39,0
USC00368449,"STATE COLLEGE, PA US",6/10/1985,0.2,0
USC00368449,"STATE COLLEGE, PA US",6/11/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/12/1985,0.21,0
USC00368449,"STATE COLLEGE, PA US",6/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/15/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",6/16/1985,0.37,0
USC00368449,"STATE COLLEGE, PA US",6/17/1985,0.64,0
USC00368449,"STATE COLLEGE, PA US",6/18/1985,0.22,0
USC00368449,"STATE COLLEGE, PA US",6/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/21/1985,0.21,0
USC00368449,"STATE COLLEGE, PA US",6/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/23/1985,0.18,0
USC00368449,"STATE COLLEGE, PA US",6/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/25/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",6/29/1985,0.12,0
USC00368449,"STATE COLLEGE, PA US",6/30/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",7/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/3/1985,0.06,0
USC00368449,"STATE COLLEGE, PA US",7/4/1985,0.05,0
USC00368449,"STATE COLLEGE, PA US",7/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/6/1985,0.32,0
USC00368449,"STATE COLLEGE, PA US",7/7/1985,0.14,0
USC00368449,"STATE COLLEGE, PA US",7/8/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",7/9/1985,0.45,0
USC00368449,"STATE COLLEGE, PA US",7/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/11/1985,0.34,0
USC00368449,"STATE COLLEGE, PA US",7/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/13/1985,0.08,0
USC00368449,"STATE COLLEGE, PA US",7/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/15/1985,0.39,0
USC00368449,"STATE COLLEGE, PA US",7/16/1985,0.03,0
USC00368449,"STATE COLLEGE, PA US",7/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/20/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",7/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/22/1985,0.13,0
USC00368449,"STATE COLLEGE, PA US",7/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/25/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/26/1985,0.27,0
USC00368449,"STATE COLLEGE, PA US",7/27/1985,0.39,0
USC00368449,"STATE COLLEGE, PA US",7/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",7/31/1985,0.21,0
USC00368449,"STATE COLLEGE, PA US",8/1/1985,0.08,0
USC00368449,"STATE COLLEGE, PA US",8/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/3/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/8/1985,0.5,0
USC00368449,"STATE COLLEGE, PA US",8/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/11/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",8/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/14/1985,0.07,0
USC00368449,"STATE COLLEGE, PA US",8/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/16/1985,0.06,0
USC00368449,"STATE COLLEGE, PA US",8/17/1985,0.15,0
USC00368449,"STATE COLLEGE, PA US",8/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/20/1985,0.15,0
USC00368449,"STATE COLLEGE, PA US",8/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/25/1985,0.5,0
USC00368449,"STATE COLLEGE, PA US",8/26/1985,0.23,0
USC00368449,"STATE COLLEGE, PA US",8/27/1985,0.04,0
USC00368449,"STATE COLLEGE, PA US",8/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",8/31/1985,0.2,0
USC00368449,"STATE COLLEGE, PA US",9/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/3/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/6/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/8/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/9/1985,0.4,0
USC00368449,"STATE COLLEGE, PA US",9/10/1985,1.25,0
USC00368449,"STATE COLLEGE, PA US",9/11/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/14/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/23/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/25/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",9/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/27/1985,0.79,0
USC00368449,"STATE COLLEGE, PA US",9/28/1985,0.34,0
USC00368449,"STATE COLLEGE, PA US",9/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",9/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/1/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/2/1985,0.58,0
USC00368449,"STATE COLLEGE, PA US",10/3/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",10/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/5/1985,0.03,0
USC00368449,"STATE COLLEGE, PA US",10/6/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",10/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/8/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/11/1985,0.13,0
USC00368449,"STATE COLLEGE, PA US",10/12/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/13/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",10/14/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",10/15/1985,0.09,0
USC00368449,"STATE COLLEGE, PA US",10/16/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",10/17/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/22/1985,0.11,0
USC00368449,"STATE COLLEGE, PA US",10/23/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",10/24/1985,0.02,0
USC00368449,"STATE COLLEGE, PA US",10/25/1985,0.29,0
USC00368449,"STATE COLLEGE, PA US",10/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/27/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/28/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",10/31/1985,0.28,0
USC00368449,"STATE COLLEGE, PA US",11/1/1985,0.05,0
USC00368449,"STATE COLLEGE, PA US",11/2/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/3/1985,0.1,0
USC00368449,"STATE COLLEGE, PA US",11/4/1985,1.19,0
USC00368449,"STATE COLLEGE, PA US",11/5/1985,0.8,0
USC00368449,"STATE COLLEGE, PA US",11/6/1985,0.34,0
USC00368449,"STATE COLLEGE, PA US",11/7/1985,0.01,0
USC00368449,"STATE COLLEGE, PA US",11/8/1985,0.05,0
USC00368449,"STATE COLLEGE, PA US",11/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/11/1985,0.16,0
USC00368449,"STATE COLLEGE, PA US",11/12/1985,0.06,0
USC00368449,"STATE COLLEGE, PA US",11/13/1985,0.38,0
USC00368449,"STATE COLLEGE, PA US",11/14/1985,0.09,0
USC00368449,"STATE COLLEGE, PA US",11/15/1985,0.41,0
USC00368449,"STATE COLLEGE, PA US",11/16/1985,0.43,0
USC00368449,"STATE COLLEGE, PA US",11/17/1985,1.09,0
USC00368449,"STATE COLLEGE, PA US",11/18/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/21/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/22/1985,0.14,0
USC00368449,"STATE COLLEGE, PA US",11/23/1985,0.27,0
USC00368449,"STATE COLLEGE, PA US",11/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/25/1985,0,0
USC00368449,"STATE COLLEGE, PA US",11/26/1985,0.33,0
USC00368449,"STATE COLLEGE, PA US",11/27/1985,0.75,0
USC00368449,"STATE COLLEGE, PA US",11/28/1985,0.61,0
USC00368449,"STATE COLLEGE, PA US",11/29/1985,0.15,0
USC00368449,"STATE COLLEGE, PA US",11/30/1985,0.04,
USC00368449,"STATE COLLEGE, PA US",12/1/1985,0.06,0
USC00368449,"STATE COLLEGE, PA US",12/2/1985,0.47,0
USC00368449,"STATE COLLEGE, PA US",12/3/1985,0.02,0.1
USC00368449,"STATE COLLEGE, PA US",12/4/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/5/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/6/1985,0.28,2.8
USC00368449,"STATE COLLEGE, PA US",12/7/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/8/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/9/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/10/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/11/1985,0.06,0
USC00368449,"STATE COLLEGE, PA US",12/12/1985,0.38,0
USC00368449,"STATE COLLEGE, PA US",12/13/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/14/1985,0.46,2
USC00368449,"STATE COLLEGE, PA US",12/15/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/16/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/17/1985,0.07,0.8
USC00368449,"STATE COLLEGE, PA US",12/18/1985,0.03,1.5
USC00368449,"STATE COLLEGE, PA US",12/19/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/20/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/21/1985,0.02,0.4
USC00368449,"STATE COLLEGE, PA US",12/22/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/23/1985,0.06,0.9
USC00368449,"STATE COLLEGE, PA US",12/24/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/25/1985,0.04,0.2
USC00368449,"STATE COLLEGE, PA US",12/26/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/27/1985,0.03,0.8
USC00368449,"STATE COLLEGE, PA US",12/28/1985,0.01,0.1
USC00368449,"STATE COLLEGE, PA US",12/29/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/30/1985,0,0
USC00368449,"STATE COLLEGE, PA US",12/31/1985,0,0
USC00368449,"STATE COLLEGE, PA US",1/1/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/2/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/3/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/4/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/5/1986,0.07,1
USC00368449,"STATE COLLEGE, PA US",1/6/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/7/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/8/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/9/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/10/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/11/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/12/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/13/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/14/1986,0.01,0.5
USC00368449,"STATE COLLEGE, PA US",1/15/1986,0.03,0.7
USC00368449,"STATE COLLEGE, PA US",1/16/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/17/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/18/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/19/1986,0.02,0
USC00368449,"STATE COLLEGE, PA US",1/20/1986,1.08,0
USC00368449,"STATE COLLEGE, PA US",1/21/1986,0.45,1
USC00368449,"STATE COLLEGE, PA US",1/22/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/23/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/24/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/25/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/26/1986,0.47,5.8
USC00368449,"STATE COLLEGE, PA US",1/27/1986,0.05,0.2
USC00368449,"STATE COLLEGE, PA US",1/28/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/29/1986,0,0
USC00368449,"STATE COLLEGE, PA US",1/30/1986,0.18,2.5
USC00368449,"STATE COLLEGE, PA US",1/31/1986,0,0
USC00368449,"STATE COLLEGE, PA US",2/1/1986,0,0
USC00368449,"STATE COLLEGE, PA US",2/2/1986,0.14,0
USC00368449,"STATE COLLEGE, PA US",2/3/1986,0,0
USC00368449,"STATE COLLEGE, PA US",2/4/1986,0.13,0
USC00368449,"STATE COLLEGE, PA US",2/5/1986,0.57,0
USC00368449,"STATE COLLEGE, PA US",2/6/1986,0.02,0
USC00368449,"STATE COLLEGE, PA US",2/7/1986,0.6,6
USC00368449,"STATE COLLEGE, PA US",2/8/1986,0.25,2.5
USC00368449,"STATE COLLEGE, PA US",2/9/1986,0,0
USC00368449,"STATE COLLEGE, PA US",2/10/1986,0,0
USC00368449,"STATE COLLEGE, PA US",2/11/1986,0.31,4.2
USC00368449,"STATE COLLEGE, PA US",2/12/1986,0.04,0.8
USC00368449,"STATE COLLEGE, PA US",2/13/1986,0.02,0.5
USC00368449,"STATE COLLEGE, PA US",2/14/1986,0,0
